author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/309051214/,Москва,sale,flat,2,20,2,53.6,-1,0,11652737.0,,,3,Филатов Луг,Город-парк Первый Московский
Пионер,developer,https://www.cian.ru/sale/flat/314720660/,Москва,sale,flat,3,26,1,23.9,-1,0,20450752.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/310776672/,Москва,sale,flat,2,5,3,125.0,-1,0,130000000.0,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/308338964/,Москва,sale,flat,2,6,3,131.1,-1,0,110000000.0,Тверской, Малая Дмитровка,23/15С2,Пушкинская,
Level Group,developer,https://www.cian.ru/sale/flat/317029547/,Москва,sale,flat,6,45,1,31.0,-1,0,18784194.0,Даниловский,,к15,Тульская,Павелецкая Сити ЖК
Спутник,real_estate_agent,https://www.cian.ru/sale/flat/312757104/,Москва,sale,flat,7,8,3,72.5,-1,0,44500000.0,Замоскворечье,Люсиновская ,36/50,Серпуховская,
Алексей Рыбаков,realtor,https://www.cian.ru/sale/flat/316064725/,Москва,sale,flat,1,5,1,31.4,-1,0,9250000.0,Измайлово,Измайловский проезд,6К2,Измайловская,
Надо Брать,real_estate_agent,https://www.cian.ru/sale/flat/317037894/,Москва,sale,flat,2,5,2,55.6,-1,0,39500000.0,Арбат,Поварская ,31/29,Баррикадная,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315556568/,Москва,sale,flat,2,5,3,219.0,-1,0,492445589.0,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM
Главстрой,developer,https://www.cian.ru/sale/flat/311240310/,Москва,sale,flat,2,26,1,44.1,-1,0,23250887.0,Филевский парк,Береговой проезд,2,Фили,Береговой-2
Downtown Estate,real_estate_agent,https://www.cian.ru/sale/flat/316570308/,Москва,sale,flat,3,12,2,66.0,-1,0,82000000.0,Раменки,Мосфильмовская ,1к3,Ломоносовский проспект,Вишневый сад
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/317703338/,Москва,sale,flat,17,31,2,63.0,-1,0,16500000.0,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
ID 129501929,developer,https://www.cian.ru/sale/flat/315683116/,Москва,sale,flat,2,26,2,46.6,-1,0,21759348.0,Нагатинский затон,,,Южный порт,Дрим Рива ЖК
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317139870/,Москва,sale,flat,4,6,3,69.0,-1,0,84900000.0,Пресненский,Большая Бронная ,8,Тверская,
Спутник,real_estate_agent,https://www.cian.ru/sale/flat/317158708/,Москва,sale,flat,6,14,2,35.8,-1,0,9800000.0,Вешняки, Молдагуловой,10К1,Вешняки,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316795429/,Москва,sale,flat,4,6,3,65.6,-1,0,84900000.0,Пресненский,Большая Бронная ,8,Пушкинская,
Никита Гаврилов,realtor,https://www.cian.ru/sale/flat/317423149/,Москва,sale,flat,26,40,3,62.0,-1,0,38550000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Sminex,developer,https://www.cian.ru/sale/flat/313246212/,Москва,sale,flat,3,6,1,78.7,-1,0,197310000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Исторический дом 
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316789814/,Москва,sale,flat,11,13,3,100.0,-1,0,280000000.0,Хамовники, Усачева,15,Спортивная,Садовые кварталы
VESPER,developer,https://www.cian.ru/sale/flat/313037680/,Москва,sale,flat,2,6,3,264.6,-1,0,846720000.0,Пресненский,Патриаршие Пруды мкр,,Пушкинская,Клубный дом Левенсон
Dominanta,developer,https://www.cian.ru/sale/flat/309280904/,Москва,sale,flat,4,41,2,60.7,-1,0,43339800.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/316896017/,Москва,sale,flat,17,20,1,39.74,-1,0,18509541.0,Даниловский,Автозаводская ,26/1,Тульская,FORST
ID 76939319,realtor,https://www.cian.ru/sale/flat/317103927/,Москва,sale,flat,5,8,3,68.3,-1,0,44899000.0,Раменки,Университетский проспект,23К2,Ломоносовский проспект,
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/311523695/,Москва,sale,flat,3,19,2,55.5,-1,0,30525000.0,Щукино,,,Октябрьское поле,Театральный Квартал ЖК
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317643899/,Москва,sale,flat,1,5,3,80.0,-1,0,73000000.0,Хамовники,Пожарский переулок,10,Кропоткинская,
Ирина Борисова,realtor,https://www.cian.ru/sale/flat/314102202/,Москва,sale,flat,6,29,1,34.7,-1,0,16600000.0,Богородское,Открытое шоссе,14Д,Бульвар Рокоссовского,Талисман на Рокоссовского
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317518074/,Москва,sale,flat,18,21,3,121.7,-1,0,145000000.0,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
Екатерина Зорина,realtor,https://www.cian.ru/sale/flat/314290246/,Москва,sale,flat,20,31,3,56.0,-1,0,26400000.0,Можайский, Петра Алексеева,14,Давыдково,Кутузов Град
MR Group,developer,https://www.cian.ru/sale/flat/316498995/,Москва,sale,flat,3,7,1,69.9,-1,0,195720000.0,Тверской,Большой Черкасский переулок,2/10,Площадь Революции,Nicole
ID 1390606,real_estate_agent,https://www.cian.ru/sale/flat/312078749/,Москва,sale,flat,7,12,3,108.0,-1,0,335000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/314672653/,Москва,sale,flat,3,20,1,32.9,-1,0,8624333.0,,,3,Филатов Луг,Город-парк Первый Московский
Level Group,developer,https://www.cian.ru/sale/flat/317029734/,Москва,sale,flat,3,20,3,59.6,-1,0,26504991.0,Даниловский,,к13,Тульская,Павелецкая Сити ЖК
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/316171447/,Москва,sale,flat,39,41,3,80.0,-1,0,49990000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
ID 129511878,developer,https://www.cian.ru/sale/flat/317604312/,Москва,sale,flat,5,35,2,45.8,-1,0,23100000.0,Можайский,,к5,Давыдково,Родина Парк ЖК
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/315347213/,Москва,sale,flat,8,28,2,60.0,-1,0,59000000.0,Якиманка,Мытная ,40к4,Октябрьская,Sky House
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316449363/,Москва,sale,flat,8,36,3,65.7,-1,0,49000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
PIONEER,developer,https://www.cian.ru/sale/flat/313114585/,Москва,sale,flat,6,11,3,85.8,-1,0,,Даниловский,Дербеневская ,1С5,Павелецкая,"Клубный дом ""OPUS"""
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316795424/,Москва,sale,flat,3,13,3,142.1,-1,0,299000000.0,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе
Донстрой,developer,https://www.cian.ru/sale/flat/317432031/,Москва,sale,flat,14,22,2,56.9,-1,0,,Хорошево-Мневники,проезд Проектируемый № 1077,,Терехово ,Остров
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/316161197/,Москва,sale,flat,13,22,3,105.0,-1,0,69900000.0,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор
Sminex,developer,https://www.cian.ru/sale/flat/313246215/,Москва,sale,flat,3,6,3,170.9,-1,0,419420000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Исторический дом 
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/312247388/,Москва,sale,flat,7,10,3,180.0,-1,0,127900000.0,Пресненский, Климашкина,17С2,Улица 1905 года,Панорама
ФСК,developer,https://www.cian.ru/sale/flat/307688647/,Москва,sale,flat,2,8,2,67.8,-1,0,,Хорошево-Мневники,Шелепихинская набережная,38к8,Хорошёво,Sydney Prime
Яна Короткая,realtor,https://www.cian.ru/sale/flat/317618269/,Москва,sale,flat,9,32,1,35.0,-1,0,24500000.0,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный
Tekta Group,developer,https://www.cian.ru/sale/flat/301259883/,Москва,sale,flat,9,42,3,63.3,-1,0,32158107.0,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315095998/,Москва,sale,flat,7,10,3,177.5,-1,0,128000000.0,Пресненский, Климашкина,17С2,Улица 1905 года,Панорама
MR Group,developer,https://www.cian.ru/sale/flat/315159389/,Москва,sale,flat,7,13,1,46.81,-1,0,88508348.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,Клубный дом Forum
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303727554/,Москва,sale,flat,5,7,3,116.8,-1,0,357500000.0,Тверской, Большая Дмитровка,7/5С2,Савёловская,Советник
MR Group,developer,https://www.cian.ru/sale/flat/316085639/,Москва,sale,flat,5,44,2,64.49,-1,0,33276840.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/311033212/,Москва,sale,flat,9,14,2,67.0,-1,0,57000000.0,Раменки,проспект Генерала Дорохова,39к1Б,Поклонная,Собрание клубных домов West Garden
MR Group,developer,https://www.cian.ru/sale/flat/308088545/,Москва,sale,flat,2,7,3,198.51,-1,0,466498500.0,Арбат,Крестовоздвиженский переулок,4,Арбатская,LUCE
Спутник,real_estate_agent,https://www.cian.ru/sale/flat/313904358/,Москва,sale,flat,7,24,3,112.7,-1,0,57700000.0,Черемушки,Севастопольский проспект,28к8,Зюзино,
Stenoy,developer,https://www.cian.ru/sale/flat/300878826/,Москва,sale,flat,4,12,2,50.4,-1,0,29836800.0,Преображенское,Электрозаводская ,60,Преображенская площадь,ARTEL
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/311242296/,Москва,sale,flat,1,5,3,78.4,-1,0,73000000.0,Хамовники,Пожарский переулок,10,Кропоткинская,
Донстрой,developer,https://www.cian.ru/sale/flat/317175222/,Москва,sale,flat,2,19,2,94.5,-1,0,93744000.0,Замоскворечье,Большая Татарская ,,Новокузнецкая,Татарская 35
Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/303267485/,Москва,sale,flat,17,53,3,102.0,-1,0,95000000.0,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
ILM,real_estate_agent,https://www.cian.ru/sale/flat/317406158/,Москва,sale,flat,27,31,3,88.4,-1,0,60000000.0,Марфино,Ботаническая ,29Ак3,Улица Милашенкова,VERY
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315866196/,Москва,sale,flat,2,25,1,38.5,-1,0,21150000.0,Лефортово, Крузенштерна,9,Авиамоторная,Символ
